_id,report_time,state,confirmed_india,confirmed_foreign,cured,death
2020-03-19T16:30:00.00+05:30|dl,2020-03-19T16:30:00.00+05:30,dl,11,1,2,1
2020-03-19T16:30:00.00+05:30|hr,2020-03-19T16:30:00.00+05:30,hr,3,14,0,0
2020-03-19T16:30:00.00+05:30|jk,2020-03-19T16:30:00.00+05:30,jk,4,0,0,0
2020-03-19T16:30:00.00+05:30|ka,2020-03-19T16:30:00.00+05:30,ka,14,0,0,1
2020-03-19T16:30:00.00+05:30|kl,2020-03-19T16:30:00.00+05:30,kl,25,2,3,0
2020-03-19T16:30:00.00+05:30|la,2020-03-19T16:30:00.00+05:30,la,8,0,0,0
2020-03-19T16:30:00.00+05:30|mh,2020-03-19T16:30:00.00+05:30,mh,42,3,0,1
2020-03-19T16:30:00.00+05:30|or,2020-03-19T16:30:00.00+05:30,or,1,0,0,0
2020-03-19T16:30:00.00+05:30|pb,2020-03-19T16:30:00.00+05:30,pb,2,0,0,1
2020-03-19T16:30:00.00+05:30|py,2020-03-19T16:30:00.00+05:30,py,1,0,0,0
2020-03-19T16:30:00.00+05:30|rj,2020-03-19T16:30:00.00+05:30,rj,5,2,3,0
2020-03-19T16:30:00.00+05:30|tg,2020-03-19T16:30:00.00+05:30,tg,4,2,1,0
2020-03-19T16:30:00.00+05:30|tn,2020-03-19T16:30:00.00+05:30,tn,2,0,1,0
2020-03-19T16:30:00.00+05:30|up,2020-03-19T16:30:00.00+05:30,up,16,1,5,0
2020-03-19T16:30:00.00+05:30|ut,2020-03-19T16:30:00.00+05:30,ut,1,0,0,0
2020-03-19T16:30:00.00+05:30|wb,2020-03-19T16:30:00.00+05:30,wb,1,0,0,0
2020-03-19T17:00:00.00+05:30|ap,2020-03-19T17:00:00.00+05:30,ap,2,0,0,0
2020-03-19T17:00:00.00+05:30|ch,2020-03-19T17:00:00.00+05:30,ch,1,0,0,0
2020-03-19T17:00:00.00+05:30|ct,2020-03-19T17:00:00.00+05:30,ct,1,0,0,0
2020-03-19T17:00:00.00+05:30|dl,2020-03-19T17:00:00.00+05:30,dl,11,1,3,1
2020-03-19T17:00:00.00+05:30|hr,2020-03-19T17:00:00.00+05:30,hr,3,14,0,0
2020-03-19T17:00:00.00+05:30|jk,2020-03-19T17:00:00.00+05:30,jk,4,0,0,0
2020-03-19T17:00:00.00+05:30|ka,2020-03-19T17:00:00.00+05:30,ka,14,0,0,1
2020-03-19T17:00:00.00+05:30|kl,2020-03-19T17:00:00.00+05:30,kl,25,2,3,0
2020-03-19T17:00:00.00+05:30|la,2020-03-19T17:00:00.00+05:30,la,8,0,0,0
2020-03-19T17:00:00.00+05:30|mh,2020-03-19T17:00:00.00+05:30,mh,44,3,0,1
2020-03-19T17:00:00.00+05:30|or,2020-03-19T17:00:00.00+05:30,or,1,0,0,0
2020-03-19T17:00:00.00+05:30|pb,2020-03-19T17:00:00.00+05:30,pb,2,0,0,1
2020-03-19T17:00:00.00+05:30|py,2020-03-19T17:00:00.00+05:30,py,1,0,0,0
2020-03-19T17:00:00.00+05:30|rj,2020-03-19T17:00:00.00+05:30,rj,5,2,3,0
2020-03-19T17:00:00.00+05:30|tg,2020-03-19T17:00:00.00+05:30,tg,4,2,1,0
2020-03-19T17:00:00.00+05:30|tn,2020-03-19T17:00:00.00+05:30,tn,2,0,1,0
2020-03-19T17:00:00.00+05:30|up,2020-03-19T17:00:00.00+05:30,up,18,1,9,0
2020-03-19T17:00:00.00+05:30|ut,2020-03-19T17:00:00.00+05:30,ut,1,0,0,0
2020-03-19T17:00:00.00+05:30|wb,2020-03-19T17:00:00.00+05:30,wb,1,0,0,0
2020-03-20T09:00:00.00+05:30|ap,2020-03-20T09:00:00.00+05:30,ap,2,0,0,0
2020-03-20T09:00:00.00+05:30|ch,2020-03-20T09:00:00.00+05:30,ch,1,0,0,0
2020-03-20T09:00:00.00+05:30|ct,2020-03-20T09:00:00.00+05:30,ct,1,0,0,0
2020-03-20T09:00:00.00+05:30|dl,2020-03-20T09:00:00.00+05:30,dl,16,1,3,1
2020-03-20T09:00:00.00+05:30|gj,2020-03-20T09:00:00.00+05:30,gj,2,0,0,0
2020-03-20T09:00:00.00+05:30|hr,2020-03-20T09:00:00.00+05:30,hr,3,14,0,0
2020-03-20T09:00:00.00+05:30|jk,2020-03-20T09:00:00.00+05:30,jk,4,0,0,0
2020-03-20T09:00:00.00+05:30|ka,2020-03-20T09:00:00.00+05:30,ka,15,0,0,1
2020-03-20T09:00:00.00+05:30|kl,2020-03-20T09:00:00.00+05:30,kl,26,2,3,0
2020-03-20T09:00:00.00+05:30|la,2020-03-20T09:00:00.00+05:30,la,10,0,0,0
2020-03-20T09:00:00.00+05:30|mh,2020-03-20T09:00:00.00+05:30,mh,44,3,0,1
2020-03-20T09:00:00.00+05:30|or,2020-03-20T09:00:00.00+05:30,or,1,0,0,0
2020-03-20T09:00:00.00+05:30|pb,2020-03-20T09:00:00.00+05:30,pb,2,0,0,1
2020-03-20T09:00:00.00+05:30|py,2020-03-20T09:00:00.00+05:30,py,1,0,0,0
2020-03-20T09:00:00.00+05:30|rj,2020-03-20T09:00:00.00+05:30,rj,5,2,3,0
2020-03-20T09:00:00.00+05:30|tg,2020-03-20T09:00:00.00+05:30,tg,7,9,1,0
2020-03-20T09:00:00.00+05:30|tn,2020-03-20T09:00:00.00+05:30,tn,3,0,1,0
2020-03-20T09:00:00.00+05:30|up,2020-03-20T09:00:00.00+05:30,up,18,1,9,0
2020-03-20T09:00:00.00+05:30|ut,2020-03-20T09:00:00.00+05:30,ut,1,0,0,0
2020-03-20T09:00:00.00+05:30|wb,2020-03-20T09:00:00.00+05:30,wb,1,0,0,0
2020-03-20T17:00:00.00+05:30|ap,2020-03-20T17:00:00.00+05:30,ap,3,0,0,0
2020-03-20T17:00:00.00+05:30|ch,2020-03-20T17:00:00.00+05:30,ch,1,0,0,0
2020-03-20T17:00:00.00+05:30|ct,2020-03-20T17:00:00.00+05:30,ct,1,0,0,0
2020-03-20T17:00:00.00+05:30|dl,2020-03-20T17:00:00.00+05:30,dl,16,1,5,1
2020-03-20T17:00:00.00+05:30|gj,2020-03-20T17:00:00.00+05:30,gj,5,0,0,0
2020-03-20T17:00:00.00+05:30|hr,2020-03-20T17:00:00.00+05:30,hr,3,14,0,0
2020-03-20T17:00:00.00+05:30|jk,2020-03-20T17:00:00.00+05:30,jk,4,0,0,0
2020-03-20T17:00:00.00+05:30|ka,2020-03-20T17:00:00.00+05:30,ka,15,0,1,1
2020-03-20T17:00:00.00+05:30|kl,2020-03-20T17:00:00.00+05:30,kl,26,2,3,0
2020-03-20T17:00:00.00+05:30|la,2020-03-20T17:00:00.00+05:30,la,10,0,0,0
2020-03-20T17:00:00.00+05:30|mh,2020-03-20T17:00:00.00+05:30,mh,49,3,0,1
2020-03-20T17:00:00.00+05:30|or,2020-03-20T17:00:00.00+05:30,or,2,0,0,0
2020-03-20T17:00:00.00+05:30|pb,2020-03-20T17:00:00.00+05:30,pb,2,0,0,1
2020-03-20T17:00:00.00+05:30|py,2020-03-20T17:00:00.00+05:30,py,1,0,0,0
2020-03-20T17:00:00.00+05:30|rj,2020-03-20T17:00:00.00+05:30,rj,15,2,3,0
2020-03-20T17:00:00.00+05:30|tg,2020-03-20T17:00:00.00+05:30,tg,8,9,1,0
2020-03-20T17:00:00.00+05:30|tn,2020-03-20T17:00:00.00+05:30,tn,3,0,1,0
2020-03-20T17:00:00.00+05:30|up,2020-03-20T17:00:00.00+05:30,up,22,1,9,0
2020-03-20T17:00:00.00+05:30|ut,2020-03-20T17:00:00.00+05:30,ut,3,0,0,0
2020-03-20T17:00:00.00+05:30|wb,2020-03-20T17:00:00.00+05:30,wb,2,0,0,0
2020-03-21T09:00:00.00+05:30|ap,2020-03-21T09:00:00.00+05:30,ap,3,0,0,0
2020-03-21T09:00:00.00+05:30|ch,2020-03-21T09:00:00.00+05:30,ch,1,0,0,0
2020-03-21T09:00:00.00+05:30|ct,2020-03-21T09:00:00.00+05:30,ct,1,0,0,0
2020-03-21T09:00:00.00+05:30|dl,2020-03-21T09:00:00.00+05:30,dl,25,1,5,1
2020-03-21T09:00:00.00+05:30|gj,2020-03-21T09:00:00.00+05:30,gj,7,0,0,0
2020-03-21T09:00:00.00+05:30|hp,2020-03-21T09:00:00.00+05:30,hp,2,0,0,0
2020-03-21T09:00:00.00+05:30|hr,2020-03-21T09:00:00.00+05:30,hr,3,14,0,0
2020-03-21T09:00:00.00+05:30|jk,2020-03-21T09:00:00.00+05:30,jk,4,0,0,0
2020-03-21T09:00:00.00+05:30|ka,2020-03-21T09:00:00.00+05:30,ka,15,0,1,1
2020-03-21T09:00:00.00+05:30|kl,2020-03-21T09:00:00.00+05:30,kl,33,7,3,0
2020-03-21T09:00:00.00+05:30|la,2020-03-21T09:00:00.00+05:30,la,13,0,0,0
2020-03-21T09:00:00.00+05:30|mh,2020-03-21T09:00:00.00+05:30,mh,49,3,0,1
2020-03-21T09:00:00.00+05:30|mp,2020-03-21T09:00:00.00+05:30,mp,4,0,0,0
2020-03-21T09:00:00.00+05:30|or,2020-03-21T09:00:00.00+05:30,or,2,0,0,0
2020-03-21T09:00:00.00+05:30|pb,2020-03-21T09:00:00.00+05:30,pb,2,0,0,1
2020-03-21T09:00:00.00+05:30|py,2020-03-21T09:00:00.00+05:30,py,1,0,0,0
2020-03-21T09:00:00.00+05:30|rj,2020-03-21T09:00:00.00+05:30,rj,15,2,3,0
2020-03-21T09:00:00.00+05:30|tg,2020-03-21T09:00:00.00+05:30,tg,8,11,1,0
2020-03-21T09:00:00.00+05:30|tn,2020-03-21T09:00:00.00+05:30,tn,3,0,1,0
2020-03-21T09:00:00.00+05:30|up,2020-03-21T09:00:00.00+05:30,up,23,1,9,0
2020-03-21T09:00:00.00+05:30|ut,2020-03-21T09:00:00.00+05:30,ut,3,0,0,0
2020-03-21T09:00:00.00+05:30|wb,2020-03-21T09:00:00.00+05:30,wb,2,0,0,0
2020-03-21T16:45:00.00+05:30|ap,2020-03-21T16:45:00.00+05:30,ap,3,0,0,0
2020-03-21T16:45:00.00+05:30|ch,2020-03-21T16:45:00.00+05:30,ch,1,0,0,0
2020-03-21T16:45:00.00+05:30|ct,2020-03-21T16:45:00.00+05:30,ct,1,0,0,0
2020-03-21T16:45:00.00+05:30|dl,2020-03-21T16:45:00.00+05:30,dl,25,1,5,1
2020-03-21T16:45:00.00+05:30|gj,2020-03-21T16:45:00.00+05:30,gj,7,0,0,0
2020-03-21T16:45:00.00+05:30|hp,2020-03-21T16:45:00.00+05:30,hp,2,0,0,0
2020-03-21T16:45:00.00+05:30|hr,2020-03-21T16:45:00.00+05:30,hr,3,14,0,0
2020-03-21T16:45:00.00+05:30|jk,2020-03-21T16:45:00.00+05:30,jk,4,0,0,0
2020-03-21T16:45:00.00+05:30|ka,2020-03-21T16:45:00.00+05:30,ka,15,0,1,1
2020-03-21T16:45:00.00+05:30|kl,2020-03-21T16:45:00.00+05:30,kl,33,7,3,0
2020-03-21T16:45:00.00+05:30|la,2020-03-21T16:45:00.00+05:30,la,13,0,0,0
2020-03-21T16:45:00.00+05:30|mh,2020-03-21T16:45:00.00+05:30,mh,60,3,0,1
2020-03-21T16:45:00.00+05:30|mp,2020-03-21T16:45:00.00+05:30,mp,4,0,0,0
2020-03-21T16:45:00.00+05:30|or,2020-03-21T16:45:00.00+05:30,or,2,0,0,0
2020-03-21T16:45:00.00+05:30|pb,2020-03-21T16:45:00.00+05:30,pb,13,0,0,1
2020-03-21T16:45:00.00+05:30|py,2020-03-21T16:45:00.00+05:30,py,1,0,0,0
2020-03-21T16:45:00.00+05:30|rj,2020-03-21T16:45:00.00+05:30,rj,15,2,3,0
2020-03-21T16:45:00.00+05:30|tg,2020-03-21T16:45:00.00+05:30,tg,10,11,1,0
2020-03-21T16:45:00.00+05:30|tn,2020-03-21T16:45:00.00+05:30,tn,3,0,1,0
2020-03-21T16:45:00.00+05:30|up,2020-03-21T16:45:00.00+05:30,up,23,1,9,0
2020-03-21T16:45:00.00+05:30|ut,2020-03-21T16:45:00.00+05:30,ut,3,0,0,0
2020-03-21T16:45:00.00+05:30|wb,2020-03-21T16:45:00.00+05:30,wb,3,0,0,0
2020-03-23T20:15:00.00+05:30|ap,2020-03-23T20:15:00.00+05:30,ap,7,0,0,0
2020-03-23T20:15:00.00+05:30|br,2020-03-23T20:15:00.00+05:30,br,2,0,0,1
2020-03-23T20:15:00.00+05:30|ct,2020-03-23T20:15:00.00+05:30,ct,1,0,0,0
2020-03-23T20:15:00.00+05:30|dl,2020-03-23T20:15:00.00+05:30,dl,28,1,5,1
2020-03-23T20:15:00.00+05:30|gj,2020-03-23T20:15:00.00+05:30,gj,29,0,0,1
2020-03-23T20:15:00.00+05:30|hr,2020-03-23T20:15:00.00+05:30,hr,12,14,11,0
2020-03-23T20:15:00.00+05:30|hp,2020-03-23T20:15:00.00+05:30,hp,3,0,0,1
2020-03-23T20:15:00.00+05:30|ka,2020-03-23T20:15:00.00+05:30,ka,33,0,2,1
2020-03-23T20:15:00.00+05:30|kl,2020-03-23T20:15:00.00+05:30,kl,60,7,3,0
2020-03-23T20:15:00.00+05:30|mp,2020-03-23T20:15:00.00+05:30,mp,6,0,0,0
2020-03-23T20:15:00.00+05:30|mh,2020-03-23T20:15:00.00+05:30,mh,71,3,0,2
2020-03-23T20:15:00.00+05:30|or,2020-03-23T20:15:00.00+05:30,or,2,0,0,0
2020-03-23T20:15:00.00+05:30|py,2020-03-23T20:15:00.00+05:30,py,1,0,0,0
2020-03-23T20:15:00.00+05:30|pb,2020-03-23T20:15:00.00+05:30,pb,21,0,0,1
2020-03-23T20:15:00.00+05:30|rj,2020-03-23T20:15:00.00+05:30,rj,26,2,3,0
2020-03-23T20:15:00.00+05:30|tn,2020-03-23T20:15:00.00+05:30,tn,7,2,1,0
2020-03-23T20:15:00.00+05:30|tg,2020-03-23T20:15:00.00+05:30,tg,22,10,1,0
2020-03-23T20:15:00.00+05:30|ch,2020-03-23T20:15:00.00+05:30,ch,6,0,0,0
2020-03-23T20:15:00.00+05:30|jk,2020-03-23T20:15:00.00+05:30,jk,4,0,0,0
2020-03-23T20:15:00.00+05:30|la,2020-03-23T20:15:00.00+05:30,la,13,0,0,0
2020-03-23T20:15:00.00+05:30|up,2020-03-23T20:15:00.00+05:30,up,30,1,9,0
2020-03-23T20:15:00.00+05:30|ut,2020-03-23T20:15:00.00+05:30,ut,3,0,0,0
2020-03-23T20:15:00.00+05:30|wb,2020-03-23T20:15:00.00+05:30,wb,7,0,0,1
